tx_id,score,amount,time
6472,0.945,1.0,7740.0,2025-08-10T19:20:27+00:00
6609,0.965,1.0,8090.0,2025-08-10T19:20:28+00:00
6641,0.945,1.0,8169.0,2025-08-10T19:20:28+00:00
6774,0.985,1.0,8528.0,2025-08-10T19:20:30+00:00
6331,0.965,1.0,7526.0,2025-08-10T19:20:48+00:00
6717,0.975,1.0,8408.0,2025-08-10T19:20:50+00:00
6734,0.985,1.0,8451.0,2025-08-10T19:20:50+00:00
6820,1.0,1.0,8614.0,2025-08-10T19:20:50+00:00
6870,1.0,1.0,8757.0,2025-08-10T19:20:51+00:00
6899,1.0,1.0,8878.0,2025-08-10T19:20:51+00:00
6903,1.0,1.0,8886.0,2025-08-10T19:20:51+00:00
6329,0.77,1.0,7519.0,2025-08-10T19:21:05+00:00
6338,0.98,1.0,7551.0,2025-08-10T19:21:06+00:00
6427,0.99,1.0,7610.0,2025-08-10T19:21:06+00:00
6529,0.99,1.0,7891.0,2025-08-10T19:21:07+00:00
6719,0.97,1.0,8415.0,2025-08-10T19:21:07+00:00
6882,0.93,1.1,8808.0,2025-08-10T19:21:08+00:00
6971,0.82,1809.68,9064.0,2025-08-10T19:21:09+00:00
8296,0.925,1.0,11080.0,2025-08-10T19:21:16+00:00
8335,0.94,1.0,11131.0,2025-08-10T19:21:16+00:00
8617,0.865,1.0,11635.0,2025-08-10T19:21:17+00:00
8845,0.985,30.39,12095.0,2025-08-10T19:21:19+00:00
9487,0.99,1.0,14073.0,2025-08-10T19:21:21+00:00
9509,0.995,1.0,14152.0,2025-08-10T19:21:21+00:00
10484,0.605,3.79,17187.0,2025-08-10T19:21:26+00:00
10498,0.645,3.93,17230.0,2025-08-10T19:21:26+00:00
8312,0.95,1.0,11092.0,2025-08-10T19:21:35+00:00
8615,0.975,1.0,11629.0,2025-08-10T19:21:37+00:00
8842,0.995,0.0,12093.0,2025-08-10T19:21:38+00:00
10204,0.8,11.39,15817.0,2025-08-10T19:21:46+00:00
10897,1.0,1.0,18690.0,2025-08-10T19:21:50+00:00
8972,0.78,179.66,12393.0,2025-08-10T19:21:59+00:00
9035,1.0,1.0,12597.0,2025-08-10T19:22:00+00:00
9179,0.985,1.0,13126.0,2025-08-10T19:22:00+00:00
9252,0.955,1.0,13323.0,2025-08-10T19:22:01+00:00
10497,0.645,3.79,17220.0,2025-08-10T19:22:09+00:00
10568,0.965,1.0,17520.0,2025-08-10T19:22:09+00:00
10630,0.99,766.36,17838.0,2025-08-10T19:22:10+00:00
10690,0.88,1218.89,18088.0,2025-08-10T19:22:10+00:00
10801,0.985,1.0,18399.0,2025-08-10T19:22:11+00:00
10891,0.945,188.78,18675.0,2025-08-10T19:22:11+00:00
11841,0.995,1.0,20332.0,2025-08-10T19:22:16+00:00
12108,0.995,1.0,21046.0,2025-08-10T19:22:18+00:00
11343,0.995,1.0,19762.0,2025-08-10T19:22:34+00:00
12261,0.99,1.0,21419.0,2025-08-10T19:22:39+00:00
12369,0.96,1.0,21662.0,2025-08-10T19:22:40+00:00
14104,0.77,3.12,25095.0,2025-08-10T19:22:48+00:00
14338,0.665,3.76,25426.0,2025-08-10T19:22:49+00:00
11710,1.0,1.0,20011.0,2025-08-10T19:22:53+00:00
11880,0.995,1.0,20451.0,2025-08-10T19:22:54+00:00
12070,0.995,1.0,20931.0,2025-08-10T19:22:55+00:00
14170,0.795,99.99,25198.0,2025-08-10T19:23:05+00:00
14197,0.885,99.99,25231.0,2025-08-10T19:23:05+00:00
14211,0.93,99.99,25254.0,2025-08-10T19:23:05+00:00
15166,0.96,99.99,26523.0,2025-08-10T19:23:10+00:00
15476,1.0,99.99,26863.0,2025-08-10T19:23:12+00:00
15781,0.99,99.99,27219.0,2025-08-10T19:23:14+00:00
16110,0.31,1.0,27524.0,2025-08-10T19:23:15+00:00
16780,0.945,99.99,28143.0,2025-08-10T19:23:19+00:00
16851,0.24,1.0,28233.0,2025-08-10T19:23:19+00:00
17453,0.945,99.99,28726.0,2025-08-10T19:23:22+00:00
14920,0.275,1.0,26217.0,2025-08-10T19:23:28+00:00
15204,0.965,99.99,26556.0,2025-08-10T19:23:29+00:00
15225,0.995,99.99,26585.0,2025-08-10T19:23:30+00:00
15539,1.0,99.99,26931.0,2025-08-10T19:23:31+00:00
15736,1.0,99.99,27163.0,2025-08-10T19:23:32+00:00
15810,0.955,99.99,27252.0,2025-08-10T19:23:32+00:00
16415,0.975,23.36,27784.0,2025-08-10T19:23:35+00:00
16863,0.86,730.86,28242.0,2025-08-10T19:23:37+00:00
15451,0.995,99.99,26833.0,2025-08-10T19:23:47+00:00
15506,1.0,99.99,26899.0,2025-08-10T19:23:47+00:00
15566,1.0,99.99,26961.0,2025-08-10T19:23:47+00:00
15751,1.0,99.99,27187.0,2025-08-10T19:23:49+00:00
17317,0.985,99.99,28625.0,2025-08-10T19:23:56+00:00
17366,0.99,99.99,28658.0,2025-08-10T19:23:56+00:00
17407,0.97,99.99,28692.0,2025-08-10T19:23:56+00:00
17480,0.84,99.99,28755.0,2025-08-10T19:23:57+00:00
18466,0.78,0.68,29526.0,2025-08-10T19:24:02+00:00
18773,0.97,0.68,29753.0,2025-08-10T19:24:04+00:00
623,0.6,529.0,472.0,2025-08-10T19:24:29+00:00
18472,0.825,0.68,29531.0,2025-08-10T19:24:37+00:00
18809,0.87,30.3,29785.0,2025-08-10T19:24:38+00:00
541,0.8,0.0,406.0,2025-08-10T19:24:46+00:00
4920,0.72,239.93,4462.0,2025-08-10T19:25:25+00:00
6334,0.97,1.0,7535.0,2025-08-10T19:25:49+00:00
6336,0.98,1.0,7543.0,2025-08-10T19:25:49+00:00
6338,0.98,1.0,7551.0,2025-08-10T19:25:49+00:00
6609,0.965,1.0,8090.0,2025-08-10T19:25:50+00:00
6641,0.945,1.0,8169.0,2025-08-10T19:25:50+00:00
6717,0.975,1.0,8408.0,2025-08-10T19:25:50+00:00
6734,0.985,1.0,8451.0,2025-08-10T19:25:51+00:00
6820,1.0,1.0,8614.0,2025-08-10T19:25:51+00:00
6329,0.77,1.0,7519.0,2025-08-10T19:26:07+00:00
6331,0.965,1.0,7526.0,2025-08-10T19:26:07+00:00
6427,0.99,1.0,7610.0,2025-08-10T19:26:08+00:00
6446,0.98,1.0,7672.0,2025-08-10T19:26:08+00:00
6472,0.945,1.0,7740.0,2025-08-10T19:26:08+00:00
6870,1.0,1.0,8757.0,2025-08-10T19:26:10+00:00
6899,1.0,1.0,8878.0,2025-08-10T19:26:10+00:00
6903,1.0,1.0,8886.0,2025-08-10T19:26:10+00:00
6971,0.82,1809.68,9064.0,2025-08-10T19:26:10+00:00
541,0.8,0.0,406.0,2025-08-10T19:26:18+00:00
6108,0.905,59.0,6986.0,2025-08-10T19:26:24+00:00
6529,0.99,1.0,7891.0,2025-08-10T19:26:26+00:00
6719,0.97,1.0,8415.0,2025-08-10T19:26:27+00:00
6774,0.985,1.0,8528.0,2025-08-10T19:26:27+00:00
6882,0.93,1.1,8808.0,2025-08-10T19:26:27+00:00
623,0.6,529.0,472.0,2025-08-10T19:26:35+00:00
4920,0.72,239.93,4462.0,2025-08-10T19:27:31+00:00
6108,0.905,59.0,6986.0,2025-08-10T19:27:36+00:00
6329,0.77,1.0,7519.0,2025-08-10T19:27:37+00:00
6338,0.98,1.0,7551.0,2025-08-10T19:27:37+00:00
6427,0.99,1.0,7610.0,2025-08-10T19:27:38+00:00
6446,0.98,1.0,7672.0,2025-08-10T19:27:38+00:00
6472,0.945,1.0,7740.0,2025-08-10T19:27:38+00:00
6641,0.945,1.0,8169.0,2025-08-10T19:27:39+00:00
6734,0.985,1.0,8451.0,2025-08-10T19:27:39+00:00
6870,1.0,1.0,8757.0,2025-08-10T19:27:40+00:00
6899,1.0,1.0,8878.0,2025-08-10T19:27:40+00:00
8335,0.94,1.0,11131.0,2025-08-10T19:27:47+00:00
8617,0.865,1.0,11635.0,2025-08-10T19:27:48+00:00
8845,0.985,30.39,12095.0,2025-08-10T19:27:49+00:00
9035,1.0,1.0,12597.0,2025-08-10T19:27:50+00:00
6331,0.965,1.0,7526.0,2025-08-10T19:27:56+00:00
6717,0.975,1.0,8408.0,2025-08-10T19:27:59+00:00
6774,0.985,1.0,8528.0,2025-08-10T19:27:59+00:00
6820,1.0,1.0,8614.0,2025-08-10T19:27:59+00:00
6882,0.93,1.1,8808.0,2025-08-10T19:27:59+00:00
8312,0.95,1.0,11092.0,2025-08-10T19:28:07+00:00
6334,0.97,1.0,7535.0,2025-08-10T19:28:14+00:00
6336,0.98,1.0,7543.0,2025-08-10T19:28:14+00:00
6529,0.99,1.0,7891.0,2025-08-10T19:28:15+00:00
6609,0.965,1.0,8090.0,2025-08-10T19:28:16+00:00
6719,0.97,1.0,8415.0,2025-08-10T19:28:16+00:00
6903,1.0,1.0,8886.0,2025-08-10T19:28:17+00:00
6971,0.82,1809.68,9064.0,2025-08-10T19:28:17+00:00
8296,0.925,1.0,11080.0,2025-08-10T19:28:24+00:00
8615,0.975,1.0,11629.0,2025-08-10T19:28:26+00:00
10484,0.605,3.79,17187.0,2025-08-10T19:28:33+00:00
10498,0.645,3.93,17230.0,2025-08-10T19:28:33+00:00
10568,0.965,1.0,17520.0,2025-08-10T19:28:34+00:00
12261,0.99,1.0,21419.0,2025-08-10T19:28:42+00:00
8842,0.995,0.0,12093.0,2025-08-10T19:28:45+00:00
9487,0.99,1.0,14073.0,2025-08-10T19:28:48+00:00
10497,0.645,3.79,17220.0,2025-08-10T19:28:53+00:00
10801,0.985,1.0,18399.0,2025-08-10T19:28:54+00:00
10897,1.0,1.0,18690.0,2025-08-10T19:28:55+00:00
11343,0.995,1.0,19762.0,2025-08-10T19:28:57+00:00
11710,1.0,1.0,20011.0,2025-08-10T19:28:59+00:00
12108,0.995,1.0,21046.0,2025-08-10T19:29:01+00:00
8972,0.78,179.66,12393.0,2025-08-10T19:29:03+00:00
9179,0.985,1.0,13126.0,2025-08-10T19:29:04+00:00
9252,0.955,1.0,13323.0,2025-08-10T19:29:04+00:00
9509,0.995,1.0,14152.0,2025-08-10T19:29:05+00:00
10204,0.8,11.39,15817.0,2025-08-10T19:29:09+00:00
10630,0.99,766.36,17838.0,2025-08-10T19:29:11+00:00
10690,0.88,1218.89,18088.0,2025-08-10T19:29:11+00:00
10891,0.945,188.78,18675.0,2025-08-10T19:29:12+00:00
11841,0.995,1.0,20332.0,2025-08-10T19:29:17+00:00
11880,0.995,1.0,20451.0,2025-08-10T19:29:18+00:00
12070,0.995,1.0,20931.0,2025-08-10T19:29:18+00:00
12369,0.96,1.0,21662.0,2025-08-10T19:29:20+00:00
14170,0.795,99.99,25198.0,2025-08-10T19:29:28+00:00
14211,0.93,99.99,25254.0,2025-08-10T19:29:28+00:00
14338,0.665,3.76,25426.0,2025-08-10T19:29:29+00:00
541,0.8,0.0,406.0,2025-08-10T19:29:53+00:00
14104,0.77,3.12,25095.0,2025-08-10T19:30:08+00:00
14197,0.885,99.99,25231.0,2025-08-10T19:30:08+00:00
623,0.6,529.0,472.0,2025-08-10T19:30:15+00:00
4920,0.72,239.93,4462.0,2025-08-10T19:30:35+00:00
6331,0.965,1.0,7526.0,2025-08-10T19:31:17+00:00
6427,0.99,1.0,7610.0,2025-08-10T19:31:17+00:00
6609,0.965,1.0,8090.0,2025-08-10T19:31:18+00:00
6641,0.945,1.0,8169.0,2025-08-10T19:31:19+00:00
6820,1.0,1.0,8614.0,2025-08-10T19:31:19+00:00
6882,0.93,1.1,8808.0,2025-08-10T19:31:20+00:00
6903,1.0,1.0,8886.0,2025-08-10T19:31:20+00:00
8335,0.94,1.0,11131.0,2025-08-10T19:31:27+00:00
8842,0.995,0.0,12093.0,2025-08-10T19:31:29+00:00
8972,0.78,179.66,12393.0,2025-08-10T19:31:30+00:00
9035,1.0,1.0,12597.0,2025-08-10T19:31:30+00:00
6329,0.77,1.0,7519.0,2025-08-10T19:31:37+00:00
6334,0.97,1.0,7535.0,2025-08-10T19:31:37+00:00
6336,0.98,1.0,7543.0,2025-08-10T19:31:37+00:00
6108,0.905,59.0,6986.0,2025-08-10T19:31:51+00:00
6338,0.98,1.0,7551.0,2025-08-10T19:31:52+00:00
6446,0.98,1.0,7672.0,2025-08-10T19:31:53+00:00
6472,0.945,1.0,7740.0,2025-08-10T19:31:53+00:00
6529,0.99,1.0,7891.0,2025-08-10T19:31:53+00:00
6717,0.975,1.0,8408.0,2025-08-10T19:31:54+00:00
6719,0.97,1.0,8415.0,2025-08-10T19:31:54+00:00
6734,0.985,1.0,8451.0,2025-08-10T19:31:54+00:00
6774,0.985,1.0,8528.0,2025-08-10T19:31:54+00:00
6870,1.0,1.0,8757.0,2025-08-10T19:31:55+00:00
6899,1.0,1.0,8878.0,2025-08-10T19:31:55+00:00
6971,0.82,1809.68,9064.0,2025-08-10T19:31:55+00:00
8296,0.925,1.0,11080.0,2025-08-10T19:32:01+00:00
8312,0.95,1.0,11092.0,2025-08-10T19:32:01+00:00
8615,0.975,1.0,11629.0,2025-08-10T19:32:03+00:00
8617,0.865,1.0,11635.0,2025-08-10T19:32:03+00:00
8845,0.985,30.39,12095.0,2025-08-10T19:32:04+00:00
9179,0.985,1.0,13126.0,2025-08-10T19:32:06+00:00
9487,0.99,1.0,14073.0,2025-08-10T19:32:07+00:00
10630,0.99,766.36,17838.0,2025-08-10T19:32:13+00:00
10801,0.985,1.0,18399.0,2025-08-10T19:32:14+00:00
10891,0.945,188.78,18675.0,2025-08-10T19:32:14+00:00
11343,0.995,1.0,19762.0,2025-08-10T19:32:16+00:00
11841,0.995,1.0,20332.0,2025-08-10T19:32:18+00:00
11880,0.995,1.0,20451.0,2025-08-10T19:32:19+00:00
12261,0.99,1.0,21419.0,2025-08-10T19:32:20+00:00
10204,0.8,11.39,15817.0,2025-08-10T19:32:31+00:00
10897,1.0,1.0,18690.0,2025-08-10T19:32:35+00:00
9252,0.955,1.0,13323.0,2025-08-10T19:32:44+00:00
9509,0.995,1.0,14152.0,2025-08-10T19:32:45+00:00
10484,0.605,3.79,17187.0,2025-08-10T19:32:49+00:00
10497,0.645,3.79,17220.0,2025-08-10T19:32:49+00:00
10498,0.645,3.93,17230.0,2025-08-10T19:32:50+00:00
10568,0.965,1.0,17520.0,2025-08-10T19:32:50+00:00
10690,0.88,1218.89,18088.0,2025-08-10T19:32:50+00:00
541,0.8,0.0,406.0,2025-08-10T19:33:21+00:00
541,0.8,0.0,406.0,2025-08-10T19:33:30+00:00
623,0.6,529.0,472.0,2025-08-10T19:33:40+00:00
623,0.6,529.0,472.0,2025-08-10T19:33:48+00:00
4920,0.72,239.93,4462.0,2025-08-10T19:34:18+00:00
6108,0.905,59.0,6986.0,2025-08-10T19:34:23+00:00
6334,0.97,1.0,7535.0,2025-08-10T19:34:25+00:00
6336,0.98,1.0,7543.0,2025-08-10T19:34:25+00:00
6446,0.98,1.0,7672.0,2025-08-10T19:34:25+00:00
6472,0.945,1.0,7740.0,2025-08-10T19:34:25+00:00
4920,0.72,239.93,4462.0,2025-08-10T19:34:26+00:00
6609,0.965,1.0,8090.0,2025-08-10T19:34:26+00:00
6641,0.945,1.0,8169.0,2025-08-10T19:34:26+00:00
6774,0.985,1.0,8528.0,2025-08-10T19:34:27+00:00
6108,0.905,59.0,6986.0,2025-08-10T19:34:32+00:00
6334,0.97,1.0,7535.0,2025-08-10T19:34:33+00:00
6336,0.98,1.0,7543.0,2025-08-10T19:34:33+00:00
6446,0.98,1.0,7672.0,2025-08-10T19:34:33+00:00
6472,0.945,1.0,7740.0,2025-08-10T19:34:34+00:00
6609,0.965,1.0,8090.0,2025-08-10T19:34:34+00:00
6641,0.945,1.0,8169.0,2025-08-10T19:34:34+00:00
6774,0.985,1.0,8528.0,2025-08-10T19:34:35+00:00
6331,0.965,1.0,7526.0,2025-08-10T19:34:43+00:00
6717,0.975,1.0,8408.0,2025-08-10T19:34:45+00:00
6734,0.985,1.0,8451.0,2025-08-10T19:34:45+00:00
6820,1.0,1.0,8614.0,2025-08-10T19:34:46+00:00
6870,1.0,1.0,8757.0,2025-08-10T19:34:46+00:00
6899,1.0,1.0,8878.0,2025-08-10T19:34:46+00:00
6903,1.0,1.0,8886.0,2025-08-10T19:34:46+00:00
6331,0.965,1.0,7526.0,2025-08-10T19:34:52+00:00
6717,0.975,1.0,8408.0,2025-08-10T19:34:53+00:00
6734,0.985,1.0,8451.0,2025-08-10T19:34:53+00:00
6820,1.0,1.0,8614.0,2025-08-10T19:34:54+00:00
6870,1.0,1.0,8757.0,2025-08-10T19:34:54+00:00
6899,1.0,1.0,8878.0,2025-08-10T19:34:54+00:00
6903,1.0,1.0,8886.0,2025-08-10T19:34:54+00:00
6329,0.77,1.0,7519.0,2025-08-10T19:35:01+00:00
6338,0.98,1.0,7551.0,2025-08-10T19:35:01+00:00
6427,0.99,1.0,7610.0,2025-08-10T19:35:01+00:00
6529,0.99,1.0,7891.0,2025-08-10T19:35:02+00:00
6719,0.97,1.0,8415.0,2025-08-10T19:35:02+00:00
6882,0.93,1.1,8808.0,2025-08-10T19:35:03+00:00
6971,0.82,1809.68,9064.0,2025-08-10T19:35:04+00:00
6329,0.77,1.0,7519.0,2025-08-10T19:35:10+00:00
6338,0.98,1.0,7551.0,2025-08-10T19:35:10+00:00
6427,0.99,1.0,7610.0,2025-08-10T19:35:10+00:00
6529,0.99,1.0,7891.0,2025-08-10T19:35:11+00:00
8296,0.925,1.0,11080.0,2025-08-10T19:35:11+00:00
6719,0.97,1.0,8415.0,2025-08-10T19:35:11+00:00
8335,0.94,1.0,11131.0,2025-08-10T19:35:11+00:00
6882,0.93,1.1,8808.0,2025-08-10T19:35:12+00:00
6971,0.82,1809.68,9064.0,2025-08-10T19:35:13+00:00
8617,0.865,1.0,11635.0,2025-08-10T19:35:13+00:00
8845,0.985,30.39,12095.0,2025-08-10T19:35:14+00:00
9487,0.99,1.0,14073.0,2025-08-10T19:35:17+00:00
9509,0.995,1.0,14152.0,2025-08-10T19:35:17+00:00
8296,0.925,1.0,11080.0,2025-08-10T19:35:19+00:00
8335,0.94,1.0,11131.0,2025-08-10T19:35:20+00:00
8617,0.865,1.0,11635.0,2025-08-10T19:35:21+00:00
10484,0.605,3.79,17187.0,2025-08-10T19:35:22+00:00
10498,0.645,3.93,17230.0,2025-08-10T19:35:22+00:00
8845,0.985,30.39,12095.0,2025-08-10T19:35:22+00:00
9487,0.99,1.0,14073.0,2025-08-10T19:35:25+00:00
9509,0.995,1.0,14152.0,2025-08-10T19:35:25+00:00
8312,0.95,1.0,11092.0,2025-08-10T19:35:29+00:00
10484,0.605,3.79,17187.0,2025-08-10T19:35:30+00:00
10498,0.645,3.93,17230.0,2025-08-10T19:35:30+00:00
8615,0.975,1.0,11629.0,2025-08-10T19:35:31+00:00
8842,0.995,0.0,12093.0,2025-08-10T19:35:32+00:00
8312,0.95,1.0,11092.0,2025-08-10T19:35:37+00:00
10204,0.8,11.39,15817.0,2025-08-10T19:35:38+00:00
8615,0.975,1.0,11629.0,2025-08-10T19:35:39+00:00
8842,0.995,0.0,12093.0,2025-08-10T19:35:40+00:00
10897,1.0,1.0,18690.0,2025-08-10T19:35:42+00:00
10204,0.8,11.39,15817.0,2025-08-10T19:35:48+00:00
8972,0.78,179.66,12393.0,2025-08-10T19:35:51+00:00
9035,1.0,1.0,12597.0,2025-08-10T19:35:52+00:00
10897,1.0,1.0,18690.0,2025-08-10T19:35:52+00:00
9179,0.985,1.0,13126.0,2025-08-10T19:35:52+00:00
9252,0.955,1.0,13323.0,2025-08-10T19:35:53+00:00
10497,0.645,3.79,17220.0,2025-08-10T19:35:59+00:00
10568,0.965,1.0,17520.0,2025-08-10T19:35:59+00:00
10630,0.99,766.36,17838.0,2025-08-10T19:36:00+00:00
8972,0.78,179.66,12393.0,2025-08-10T19:36:00+00:00
10690,0.88,1218.89,18088.0,2025-08-10T19:36:00+00:00
9035,1.0,1.0,12597.0,2025-08-10T19:36:00+00:00
10801,0.985,1.0,18399.0,2025-08-10T19:36:00+00:00
10891,0.945,188.78,18675.0,2025-08-10T19:36:01+00:00
11841,0.995,1.0,20332.0,2025-08-10T19:36:05+00:00
12108,0.995,1.0,21046.0,2025-08-10T19:36:07+00:00
11343,0.995,1.0,19762.0,2025-08-10T19:36:22+00:00
12261,0.99,1.0,21419.0,2025-08-10T19:36:27+00:00
12369,0.96,1.0,21662.0,2025-08-10T19:36:28+00:00
541,0.8,0.0,406.0,2025-08-10T19:36:32+00:00
14104,0.77,3.12,25095.0,2025-08-10T19:36:36+00:00
14338,0.665,3.76,25426.0,2025-08-10T19:36:38+00:00
11710,1.0,1.0,20011.0,2025-08-10T19:36:42+00:00
11880,0.995,1.0,20451.0,2025-08-10T19:36:43+00:00
12070,0.995,1.0,20931.0,2025-08-10T19:36:44+00:00
623,0.6,529.0,472.0,2025-08-10T19:36:51+00:00
14170,0.795,99.99,25198.0,2025-08-10T19:36:54+00:00
14197,0.885,99.99,25231.0,2025-08-10T19:36:54+00:00
14211,0.93,99.99,25254.0,2025-08-10T19:36:54+00:00
15166,0.96,99.99,26523.0,2025-08-10T19:36:59+00:00
15476,1.0,99.99,26863.0,2025-08-10T19:37:01+00:00
15781,0.99,99.99,27219.0,2025-08-10T19:37:02+00:00
16110,0.31,1.0,27524.0,2025-08-10T19:37:04+00:00
16780,0.945,99.99,28143.0,2025-08-10T19:37:07+00:00
16851,0.24,1.0,28233.0,2025-08-10T19:37:08+00:00
17453,0.945,99.99,28726.0,2025-08-10T19:37:11+00:00
14920,0.275,1.0,26217.0,2025-08-10T19:37:18+00:00
15204,0.965,99.99,26556.0,2025-08-10T19:37:19+00:00
15225,0.995,99.99,26585.0,2025-08-10T19:37:19+00:00
15539,1.0,99.99,26931.0,2025-08-10T19:37:20+00:00
15736,1.0,99.99,27163.0,2025-08-10T19:37:21+00:00
15810,0.955,99.99,27252.0,2025-08-10T19:37:22+00:00
16415,0.975,23.36,27784.0,2025-08-10T19:37:25+00:00
16863,0.86,730.86,28242.0,2025-08-10T19:37:27+00:00
4920,0.72,239.93,4462.0,2025-08-10T19:37:30+00:00
6108,0.905,59.0,6986.0,2025-08-10T19:37:36+00:00
15451,0.995,99.99,26833.0,2025-08-10T19:37:37+00:00
15506,1.0,99.99,26899.0,2025-08-10T19:37:37+00:00
6334,0.97,1.0,7535.0,2025-08-10T19:37:37+00:00
6336,0.98,1.0,7543.0,2025-08-10T19:37:37+00:00
15566,1.0,99.99,26961.0,2025-08-10T19:37:37+00:00
6446,0.98,1.0,7672.0,2025-08-10T19:37:38+00:00
6472,0.945,1.0,7740.0,2025-08-10T19:37:38+00:00
15751,1.0,99.99,27187.0,2025-08-10T19:37:39+00:00
6609,0.965,1.0,8090.0,2025-08-10T19:37:39+00:00
6641,0.945,1.0,8169.0,2025-08-10T19:37:39+00:00
6774,0.985,1.0,8528.0,2025-08-10T19:37:40+00:00
17317,0.985,99.99,28625.0,2025-08-10T19:37:46+00:00
17366,0.99,99.99,28658.0,2025-08-10T19:37:46+00:00
17407,0.97,99.99,28692.0,2025-08-10T19:37:47+00:00
17480,0.84,99.99,28755.0,2025-08-10T19:37:47+00:00
18466,0.78,0.68,29526.0,2025-08-10T19:37:52+00:00
18773,0.97,0.68,29753.0,2025-08-10T19:37:54+00:00
6331,0.965,1.0,7526.0,2025-08-10T19:37:56+00:00
6717,0.975,1.0,8408.0,2025-08-10T19:37:58+00:00
6734,0.985,1.0,8451.0,2025-08-10T19:37:58+00:00
6820,1.0,1.0,8614.0,2025-08-10T19:37:59+00:00
6870,1.0,1.0,8757.0,2025-08-10T19:37:59+00:00
6899,1.0,1.0,8878.0,2025-08-10T19:37:59+00:00
6903,1.0,1.0,8886.0,2025-08-10T19:37:59+00:00
6329,0.77,1.0,7519.0,2025-08-10T19:38:15+00:00
6338,0.98,1.0,7551.0,2025-08-10T19:38:15+00:00
6427,0.99,1.0,7610.0,2025-08-10T19:38:15+00:00
6529,0.99,1.0,7891.0,2025-08-10T19:38:15+00:00
6719,0.97,1.0,8415.0,2025-08-10T19:38:16+00:00
6882,0.93,1.1,8808.0,2025-08-10T19:38:17+00:00
6971,0.82,1809.68,9064.0,2025-08-10T19:38:18+00:00
623,0.6,529.0,472.0,2025-08-10T19:38:21+00:00
8296,0.925,1.0,11080.0,2025-08-10T19:38:25+00:00
8335,0.94,1.0,11131.0,2025-08-10T19:38:25+00:00
8617,0.865,1.0,11635.0,2025-08-10T19:38:27+00:00
8845,0.985,30.39,12095.0,2025-08-10T19:38:28+00:00
18472,0.825,0.68,29531.0,2025-08-10T19:38:29+00:00
18809,0.87,30.3,29785.0,2025-08-10T19:38:31+00:00
9487,0.99,1.0,14073.0,2025-08-10T19:38:31+00:00
9509,0.995,1.0,14152.0,2025-08-10T19:38:31+00:00
10484,0.605,3.79,17187.0,2025-08-10T19:38:36+00:00
10498,0.645,3.93,17230.0,2025-08-10T19:38:36+00:00
541,0.8,0.0,406.0,2025-08-10T19:38:39+00:00
8312,0.95,1.0,11092.0,2025-08-10T19:38:44+00:00
8615,0.975,1.0,11629.0,2025-08-10T19:38:46+00:00
8842,0.995,0.0,12093.0,2025-08-10T19:38:47+00:00
10204,0.8,11.39,15817.0,2025-08-10T19:38:54+00:00
10897,1.0,1.0,18690.0,2025-08-10T19:38:58+00:00
8972,0.78,179.66,12393.0,2025-08-10T19:39:06+00:00
9035,1.0,1.0,12597.0,2025-08-10T19:39:06+00:00
9179,0.985,1.0,13126.0,2025-08-10T19:39:07+00:00
9252,0.955,1.0,13323.0,2025-08-10T19:39:08+00:00
10497,0.645,3.79,17220.0,2025-08-10T19:39:14+00:00
10568,0.965,1.0,17520.0,2025-08-10T19:39:15+00:00
10630,0.99,766.36,17838.0,2025-08-10T19:39:15+00:00
10690,0.88,1218.89,18088.0,2025-08-10T19:39:15+00:00
10801,0.985,1.0,18399.0,2025-08-10T19:39:16+00:00
10891,0.945,188.78,18675.0,2025-08-10T19:39:16+00:00
11841,0.995,1.0,20332.0,2025-08-10T19:39:21+00:00
12108,0.995,1.0,21046.0,2025-08-10T19:39:23+00:00
4920,0.72,239.93,4462.0,2025-08-10T19:39:23+00:00
11343,0.995,1.0,19762.0,2025-08-10T19:39:39+00:00
12261,0.99,1.0,21419.0,2025-08-10T19:39:44+00:00
12369,0.96,1.0,21662.0,2025-08-10T19:39:45+00:00
6334,0.97,1.0,7535.0,2025-08-10T19:39:49+00:00
6336,0.98,1.0,7543.0,2025-08-10T19:39:49+00:00
6338,0.98,1.0,7551.0,2025-08-10T19:39:49+00:00
6609,0.965,1.0,8090.0,2025-08-10T19:39:50+00:00
6641,0.945,1.0,8169.0,2025-08-10T19:39:50+00:00
6717,0.975,1.0,8408.0,2025-08-10T19:39:51+00:00
6734,0.985,1.0,8451.0,2025-08-10T19:39:51+00:00
6820,1.0,1.0,8614.0,2025-08-10T19:39:51+00:00
14104,0.77,3.12,25095.0,2025-08-10T19:39:53+00:00
14338,0.665,3.76,25426.0,2025-08-10T19:39:55+00:00
11710,1.0,1.0,20011.0,2025-08-10T19:39:59+00:00
11880,0.995,1.0,20451.0,2025-08-10T19:40:00+00:00
12070,0.995,1.0,20931.0,2025-08-10T19:40:01+00:00
6329,0.77,1.0,7519.0,2025-08-10T19:40:09+00:00
6331,0.965,1.0,7526.0,2025-08-10T19:40:09+00:00
6427,0.99,1.0,7610.0,2025-08-10T19:40:09+00:00
6446,0.98,1.0,7672.0,2025-08-10T19:40:09+00:00
6472,0.945,1.0,7740.0,2025-08-10T19:40:09+00:00
14170,0.795,99.99,25198.0,2025-08-10T19:40:11+00:00
14197,0.885,99.99,25231.0,2025-08-10T19:40:11+00:00
6870,1.0,1.0,8757.0,2025-08-10T19:40:11+00:00
